ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-09-28,7173011.770000587,-1433663.5806973793,8188660.112246476,-712338.0147002412,-1366010.789066685,0.0,0.0,197.92497799999998,0.0,0.0
2021-09-29,7260932.340000534,-1460111.8845277517,8185167.26249606,-810983.2062107621,-1058605.743860209,0.0,0.0,235.09746199999998,0.0,0.0
2021-09-30,7725508.100000687,-1489902.792063321,8181674.412745642,-502248.4553648539,-447991.5311458068,0.0,0.0,235.97418199999996,0.0,0.0
2021-10-01,9744605.400000026,-1522756.0074743454,8178181.562995225,-51664.34666380571,2181693.9125768924,0.0,0.0,32.8,0.0,0.0
2021-10-02,10103955.469999736,-1558342.8606977991,8174688.713244806,104112.48006722986,2100510.564578499,0.0,0.0,0.0,0.0,0.0
2021-10-03,8484472.640000494,-1596296.4333248846,8171195.86349439,-214535.53856406864,123021.16942878916,0.0,0.0,0.0,0.0,0.0
2021-10-04,6721846.279999969,-1636222.0124717322,8167703.013743972,-712056.4667168268,-1532617.5825029474,0.0,0.0,0.0,0.0,0.0
2021-10-05,6474061.18999989,-1677707.5817383444,8164210.163993555,-846500.5035512241,-1366010.7890668153,0.0,0.0,0.0,0.0,0.0
2021-10-06,6538129.589999844,-1720334.0784920338,8160717.314243137,-320827.8082343005,-1058605.74386101,0.0,0.0,0.0,0.0,0.0
2021-10-07,7091964.329999836,-1763685.1732278846,8157224.464492721,613447.1310518973,-447991.53114520974,0.0,0.0,0.0,0.0,0.0
2021-10-08,8586565.30999969,-1807356.358293096,8153731.614742303,1336628.1050789834,2181693.9125707336,0.0,0.0,0.0,0.0,0.0
2021-10-09,8449292.839999856,-1850963.168423897,8150238.764991886,1380094.18852224,2100510.564578362,0.0,0.0,0.0,0.0,0.0
2021-10-10,7520565.109999949,-1894148.392843629,8146745.91524147,821242.290659251,123021.16942668954,0.0,0.0,0.0,0.0,0.0
2021-10-11,6449690.310000062,-1936588.1767416485,8143253.06549105,198372.9279822507,-1532617.582501376,316029.72088531224,0.0,0.0,0.0,0.0
2021-10-12,6069634.690000251,-1977996.9474087365,8139760.215740633,26813.055935455835,-1366010.7890669457,0.0,0.0,0.0,0.0,0.0
2021-10-13,5575796.559999279,-2018131.1359708584,8136267.365990216,357961.83126076864,-1058605.7438594084,0.0,0.0,0.0,0.0,0.0
2021-10-14,6063399.529999349,-2056791.6984750845,8132774.5162398,773068.1750996783,-447991.5311509669,0.0,0.0,19.599999999999994,0.0,0.0
2021-10-15,7246520.699999455,-2093825.4691890727,8129281.666489381,796042.5055536882,2181693.912572057,0.0,0.0,120.8,0.0,0.0
2021-10-16,7114956.839999326,-2129125.403694556,8125788.816738965,329838.3349376304,2100510.56457679,0.0,0.0,103.20000000000003,0.0,0.0
2021-10-17,6246825.859999191,-2162629.78938114,8122295.966988546,-280278.8055139427,123021.16942584157,0.0,0.0,113.40000000000002,0.0,0.0
2021-10-18,5047164.319999323,-2194320.5158988475,8118803.1172381295,-588645.713225855,-1532617.5825012971,0.0,0.0,77.4,0.0,0.0
2021-10-19,5030126.2699994,-2224220.5082838177,8115310.267487712,-452956.4499401641,-1366010.7890667429,0.0,0.0,60.83548199999999,0.0,0.0
2021-10-20,5380873.789999413,-2252390.430844144,8111817.417737295,-122499.7336680874,-1058605.7438602094,0.0,913739.3459316738,150.37839999999997,0.0,0.0
2021-10-21,5903632.599999239,-2278924.7710950808,8108324.567986877,43525.41240069332,-447991.53114972607,0.0,54870.28235693874,135.945706,0.0,0.0
2021-10-22,7094233.999999345,-2303947.4105426334,8104831.71823646,-73122.8676074064,2181693.912573462,0.0,16887.218876900195,190.977394,0.0,0.0
2021-10-23,7313597.049999475,-2327606.783703816,8101338.868486043,-275215.7074191848,2100510.564575936,0.0,9354.006929551419,171.40157799999997,0.0,0.0
2021-10-24,6483143.309999281,-2350070.719201163,8097846.018735626,-302673.0853908431,123021.16942249048,0.0,7171.363890575476,224.196128,0.0,0.0
2021-10-25,5610355.7299992945,-2371521.047919587,8094353.168985208,-132020.84233602748,-1532617.5825027558,0.0,6067.790369928866,156.859536,0.0,0.0
2021-10-26,5932748.19999969,-2392148.053928568,8090860.31923479,-5263.970934721538,-1366010.789068394,0.0,4212.619387146908,134.17882599999996,0.0,0.0
2021-10-27,6069529.659999167,-2412144.8349169674,8087367.469484373,-158494.93380352278,-1058605.7438610103,0.0,2956.248505745846,188.200468,0.0,0.0
2021-10-28,6724443.079999148,-2431701.63106414,8083874.619733956,-537937.8762341056,-447991.5311484849,0.0,2061.1070181204423,243.14631199999997,0.0,0.0
2021-10-29,8337169.429999284,-2451000.175103544,8080381.769983539,-813547.4215044504,2181693.912574826,0.0,1644.9869486021134,263.39703999999995,0.0,0.0
2021-10-30,9693350.949999347,-2470208.112369941,8076888.920233121,-699470.654824252,2100510.5645806864,0.0,1368.029567571482,291.53817399999997,0.0,0.0
2021-10-31,11890959.740000255,-2489473.5381507487,8073396.070482704,-266410.24234401115,123021.16942164238,0.0,1270.000217244779,230.32587,0.0,3.0
2021-11-01,4720149.599999241,-2508919.700792333,8069903.220732287,84889.57417654544,-1532617.5825011383,0.0,0.0,105.125164,0.0,6.0
2021-11-02,4701160.389999359,-2528639.922714511,8066410.37098187,-3722.867188621489,-1366010.7890670046,0.0,0.0,126.16561399999999,0.0,22.5
2021-11-03,5108696.369999542,-2548692.797536433,8062917.521231451,-474527.6436022311,-1058605.7438606103,0.0,0.0,113.82700399999999,0.0,55.5
2021-11-04,5667245.819999487,-2569097.7294122097,8059424.671481035,-854567.3824136051,-447991.53115488624,0.0,0.0,127.84599000000001,0.0,141.0
2021-11-05,6634691.829999641,-2589830.889982459,8055931.821730617,-663726.4615670665,2181693.9125762302,0.0,0.0,115.39123,0.0,237.0
2021-11-06,7069725.949999462,-2610821.6781875943,8052438.9719802,130752.90510425477,2100510.564579832,0.0,0.0,153.649878,0.0,270.0
2021-11-07,6743799.389999407,-2631949.777888405,8048946.122229783,1040725.5175326612,123021.16942079444,0.0,0.0,142.204304,0.0,280.5
2021-11-08,5328761.429999509,-2653042.9168255785,8045453.272479366,1452973.0376753823,-1532617.5825025972,-309062.5665294198,0.0,111.32028600000001,0.0,196.5
2021-11-09,5481962.999999932,-2673875.437056958,8041960.422728948,1148523.7212283637,-1366010.789067135,0.0,0.0,137.569546,0.0,205.5
2021-11-10,5905081.299999639,-2694167.7907020687,8038467.57297853,478417.9898718686,-1058605.743860908,0.0,0.0,131.024518,0.0,228.0
2021-11-11,6372061.759999385,-2713587.074843018,8034974.723228113,39402.67831285449,-447991.531153001,0.0,0.0,152.880764,0.0,252.0
2021-11-12,7282689.370000089,-2731748.714901806,8031481.873477695,148203.8062716581,2181693.912577554,0.0,0.0,135.305442,0.0,269.49
2021-11-13,7529325.929999845,-2748219.396339534,8027989.023727278,589650.6109458765,2100510.5645782603,0.0,0.0,147.07799999999997,0.0,300.0
2021-11-14,6811832.839999517,-2762521.329454101,8024496.173976861,851666.941769699,123021.16942743734,0.0,0.0,198.47620600000002,0.0,262.5
2021-11-15,5511672.189999502,-2774137.911412796,8021003.324226445,610283.4461068737,-1532617.582501026,0.0,0.0,125.43277600000002,0.0,201.0
2021-11-16,5550713.989999625,-2782520.8232599795,8017510.474476026,11714.247651340294,-1366010.7890672656,0.0,0.0,153.942244,0.0,171.0
2021-11-17,5953279.549999291,-2787098.567910827,8014017.62472561,-491358.18316192745,-1058605.7438605076,0.0,0.0,130.66275800000003,0.0,222.96
2021-11-18,6345214.0799997775,-2787286.4184555323,8010524.774975191,-567947.2553202705,-447991.531152404,0.0,0.0,149.929976,0.0,186.0
2021-11-19,7477152.369999701,-2782497.705369882,8007031.9252247745,-287405.8577673159,2181693.9125789586,0.0,0.0,152.69588999999996,0.0,226.5
2021-11-20,7480963.789999621,-2772156.327259381,8003539.075474357,-3116.1652480444245,2100510.564577406,0.0,0.0,83.29888600000001,0.0,285.0
2021-11-21,6892700.539999569,-2755710.323966621,8000046.22572394,13807.74135946946,123021.16942658936,0.0,0.0,200.69955800000002,0.0,223.5
2021-11-22,6302124.199999499,-2732646.304457402,7996553.375973522,-182501.4524050204,-1532617.582502485,2114902.392878236,0.0,188.526396,0.0,186.0
2021-11-23,6964588.5399995055,-2702504.4764834763,7993060.526223105,-319938.37184794096,-1366010.789067396,0.0,0.0,153.55987,0.0,192.0
2021-11-24,7313895.959999995,-2664893.9822298726,7989567.676472688,-231027.5769471127,-1058605.7438613086,0.0,0.0,149.61600800000002,0.0,153.0
2021-11-25,2760940.8999996423,-2619508.205554154,7986074.826722271,-44047.043202343535,-447991.5311505192,0.0,0.0,58.09191,0.0,42.0
2021-11-26,5130934.459999924,-2566139.6837903163,7982581.976971854,-41699.696483976906,2181693.912572759,0.0,0.0,100.60853199999998,0.0,117.0
2021-11-27,5613340.799999698,-2504694.2318572863,7979089.127221435,-336880.0546493121,2100510.564576552,0.0,0.0,192.37447800000004,0.0,201.0
2021-11-28,5656946.599999636,-2435203.8701478844,7975596.277471018,-712338.0147015246,123021.16942448974,0.0,0.0,224.90832000000003,0.0,197.46
2021-11-29,4902266.579999633,-2357838.1414871127,7972103.427720601,-810983.2062103192,-1532617.5825008675,0.0,0.0,227.61809999999997,0.0,151.5
2021-11-30,5055600.759999891,-2272913.407502757,7968610.577970184,-502248.4553651114,-1366010.7890660064,0.0,0.0,239.20473,0.0,142.5
2021-12-01,5412653.969999823,-2180899.7316166847,7965117.728219766,-51664.346664101504,-1058605.7438604056,0.0,0.0,231.05875800000007,0.0,187.5
2021-12-02,5559502.589999798,-2082424.985040202,7961624.87846935,104112.48006717447,-447991.531148634,0.0,0.0,302.170884,0.0,186.0
2021-12-03,6763827.7700006245,-1978275.853614468,7958132.028718932,-214535.5385637496,2181693.912574124,0.0,0.0,272.650764,0.0,195.0
2021-12-04,7116875.440000882,-1869395.476754032,7954639.178968515,-712056.4667165101,2100510.564575697,0.0,0.0,385.272028,0.0,288.0
2021-12-05,6871405.740000313,-1756877.514368419,7951146.329218096,-846500.5035505275,123021.1694223902,0.0,0.0,411.162914,0.0,255.0
2021-12-06,5241624.569999652,-1641956.5123928138,7947653.47946768,-320827.8082357224,-1532617.5825023265,0.0,0.0,271.662668,0.0,45.0
2021-12-07,5263752.029999592,-1525994.5208333542,7944160.629717261,613447.1310531547,-1366010.7890688442,0.0,0.0,271.38035800000006,0.0,12.0
