ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-09-02,2057701.4399996826,-49209.26690435532,1909800.6372009171,5649.692111778824,21865.155765912496,0.0,311.48184999999995,0.0
2021-09-03,2031757.4400002104,-50782.97968210626,1908595.1294312584,-48732.26278108528,127939.5310533604,0.0,344.28398,0.0
2021-09-04,2074548.4800000882,-54080.58222858621,1907389.6216615995,-80388.58502130742,238995.1637630654,0.0,293.4,0.0
2021-09-05,1819484.0000000235,-59042.54002154611,1906184.11389194,-85549.22399075479,86474.95693598856,0.0,220.29999999999998,0.0
2021-09-06,1638133.6000000497,-65557.21670928624,1904978.6061222807,-78906.99907841357,-151509.33272854675,146067.18111058103,357.07249999999993,0.0
2021-09-07,1448385.440000074,-73463.84927414972,1903773.0983526215,-73858.28442532064,-161998.62166806136,0.0,287.8,0.0
2021-09-08,1463462.4000000504,-82557.07393682052,1902567.5905829624,-69984.32049965482,-161766.85312105858,0.0,243.49999999999997,0.0
2021-09-09,1645379.5199998743,-92592.8722451617,1901362.0828133032,-57776.97203888405,21865.155765906395,0.0,269.9,0.0
2021-09-10,1908790.2400001283,-103295.76177344868,1900156.575043644,-32611.003462822147,127939.53105333116,0.0,238.88138999999998,0.0
2021-09-11,1912915.519999774,-114367.01596102264,1898951.067273985,-2133.9676956434964,238995.1637633657,0.0,226.29999999999998,0.0
2021-09-12,1945512.9599998856,-125493.66410181348,1897745.5595043255,20074.937328068947,86474.95693587814,0.0,232.35454,0.0
2021-09-13,1628238.080000092,-136357.99643481342,1896540.0517346663,26833.158658546625,-151509.33272849643,0.0,250.0,0.0
2021-09-14,1440756.8000000096,-146647.28153468683,1895334.5439650072,22411.64147328169,-161998.6216682383,0.0,294.59999999999997,0.0
2021-09-15,1501587.2000000405,-156063.3943693806,1894129.036195348,15898.804542406986,-161766.8531209954,0.0,189.09999999999997,0.0
2021-09-16,1718773.4400000009,-164332.05381203338,1892923.528425689,11484.59978230071,21865.15576608409,0.0,262.59999999999997,0.0
2021-09-17,1897625.1200000786,-171211.3781279376,1891718.02065603,7258.642399621081,127939.53105285647,0.0,228.19999999999996,0.0
2021-09-18,1963427.2000000328,-176499.48577653465,1890512.5128863708,3750.9886304542256,238995.1637630414,0.0,330.8,0.0
2021-09-19,1913176.8000001141,-180040.89626390234,1889307.005116712,11004.050582364584,86474.95693551458,0.0,191.2,0.0
2021-09-20,1777807.9999999807,-181731.5209863792,1888101.4973470524,42624.10391179023,-151509.3327288706,0.0,344.73333,0.0
2021-09-21,1619693.119999981,-181522.07599754605,1886895.9895773933,98927.71855625542,-161998.62166832108,0.0,302.53333,0.0
2021-09-22,1617175.9999999655,-179419.79618318196,1885690.481807734,155585.50978974858,-161766.85312130625,0.0,255.39999999999995,0.0
2021-09-23,1873786.0799999025,-175488.3820279563,1884484.974038075,173262.5037391594,21865.15576616991,0.0,243.2,0.0
2021-09-24,1964807.2000001166,-169846.1644524386,1883279.466268416,125855.26919403842,127939.53105301363,0.0,250.2,0.0
2021-09-25,2033413.4400000733,-162662.52845493378,1882073.9584987569,25638.0398028895,238995.163763205,0.0,200.97233999999997,0.0
2021-09-26,1902468.000000033,-154152.69081902076,1880868.4507290972,-77982.77165690051,86474.95693565733,0.0,229.63333,0.0
2021-09-27,1638704.0000000414,-144570.97926986337,1879662.9429594383,-129384.98277244522,-151509.3327288202,0.0,183.1,0.0
2021-09-28,1565332.1599999757,-134202.80857029543,1878457.4351897796,-105261.04039723254,-161998.6216682745,0.0,251.69999999999996,0.0
2021-09-29,1486440.3199999996,-123355.59161653444,1877251.92742012,-30637.136743562285,-161766.8531212431,0.0,216.79999999999995,0.0
2021-09-30,1771964.1600001832,-112348.8592853969,1876046.4196504608,40405.45525368883,21865.15576634761,0.0,336.2,0.0
2021-10-01,1882106.5600000902,-101503.89042893532,1874840.911880802,63703.2693969856,127939.5310531708,0.0,96.0,0.0
2021-10-02,1837346.72000001,-91133.17209035644,1873635.4041111425,32984.364523234566,238995.1637633686,0.0,153.0,0.0
2021-10-03,1792148.9599998363,-81530.01906396296,1872429.8963414836,-23075.95520797548,86474.9569362192,0.0,116.0,0.0
2021-10-04,1538652.1599999468,-72958.68096344628,1871224.3885718244,-68259.37757863295,-151509.33272898215,0.0,91.0,0.0
2021-10-05,1451918.239999836,-65645.25392809426,1870018.880802165,-85576.54991716158,-161998.621668228,0.0,163.0,0.0
2021-10-06,1423383.5199998766,-59769.69320013361,1868813.3730325056,-82609.53524987164,-161766.85312115913,0.0,152.0,0.0
2021-10-07,1636448.1599999615,-55459.19259372052,1867607.8652628467,-75859.04369324949,21865.155766341515,0.0,135.0,0.0
2021-10-08,1587360.6399999384,-52783.15814440982,1866402.357493188,-72314.08413970946,127939.53105250972,0.0,83.0,0.0
2021-10-09,1843389.2800000166,-51749.95707250704,1865196.8497235284,-65478.71688425257,238995.1637630443,0.0,65.0,0.0
2021-10-10,1578903.999999922,-52305.57091857706,1863991.3419538687,-46611.4153526989,86474.9569361088,0.0,57.0,0.0
2021-10-11,1510555.359999912,-54334.224834133965,1862785.8341842096,-17176.44530609759,-151509.33272851846,-36711.50837339877,82.0,0.0
2021-10-12,1381703.839999975,-57661.00520163594,1861580.326414551,10723.949363313086,-161998.62166818144,0.0,95.0,0.0
2021-10-13,1402341.2799999742,-62056.41678395798,1860374.818644892,25356.527932047036,-161766.8531211167,0.0,133.0,0.0
2021-10-14,1711200.0000000573,-67242.77029902228,1859169.3108752328,25432.4350321246,21865.15576593144,0.0,91.0,0.0
2021-10-15,1880126.7199999948,-72902.23350151669,1857963.8031055727,18965.09660560712,127939.5310528532,0.0,58.0,0.0
2021-10-16,1992900.3200001318,-78686.32530098122,1856758.2953359145,13476.260991829216,238995.16376320785,0.0,82.0,0.0
2021-10-17,1893231.1999999844,-84226.58482851136,1855552.787566255,9499.245076702126,86474.95693574523,0.0,45.0,0.0
2021-10-18,1829618.7200000028,-89146.10716878469,1854347.279796596,5018.50978538332,-151509.3327286804,0.0,72.0,0.0
2021-10-19,1805952.6400000073,-93071.60602095626,1853141.7720269368,5091.252227783785,-161998.6216683584,0.0,108.0,0.0
